Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
959,29604,080.0 110.0,19-5002BD-HY-043-0442-08001100-0078A-3,78,15.2,33.57,5.5,24.829,96.2,239.679,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,78.0,15.2,15.19,33.57,24.82,313.4,0.24,5.5,96.2,,,,,,,,78.0,,,,,,,,
712,21866,022.0 060.0,19-4910BD-HY-286-1406-02200600-1000A-7,1000,3.53,34.453,0.43,27.405,5.8,18.69156,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.28,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.53,3.46,34.453,27.4,74.9,1.36,0.43,5.8,,3.28,,,,,,1009.0,,,,,,,,
38,1141,092.0 137.0,19-4903NS-HY-062-1906-09201370-0100A-7,100,13.71,33.478,,25.074,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,13.71,13.7,33.478,25.07,290.5,0.29,,,,,,,,,,100.0,,,,,,,,
894,27545,071.0 076.0,19-4911HO-HY-320-2236-07100760-0631A-3,631,4.94,,0.33,,,,,3.0,2.0,,,9.0,9.0,,9.0,9.0,,9.0,,9.0,3.23,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,631.0,4.94,,,,,,0.33,,,3.23,,,,,,637.0,,,,,,,,
1090,33650,040.0 110.0,19-5003BD-HY-071-0712-04001100-1000A-7,1000,3.55,34.43,,27.385,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.55,3.48,34.43,27.38,76.8,1.41,,,,,,,,,,1009.0,,,,,,,,
521,15779,111.0 048.0,19-4908CR-HY-222-1924-11100480-0020A-7,20,20.02,33.845,5.05,23.878,97.1,220.2733,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.37,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,20.02,20.02,33.845,23.87,402.5,0.08,5.05,97.1,,0.37,,,,,,20.0,,,,,,,,
670,20493,062.0 068.0,19-4909HO-HY-254-0554-06200680-1071A-3,1071,3.48,34.51,0.8,27.456,10.8,34.77327,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.16,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1071.0,3.48,3.4,34.51,27.45,70.6,1.29,0.8,10.8,,3.16,,,,,,1081.0,,,,,,,,
640,19483,103.3 128.0,19-4909CR-HY-256-1348-10331280-0020A-7,20,20.04,33.927,5.28,23.935,101.6,230.2928,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.41,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,20.04,20.04,33.927,23.93,397.0,0.08,5.28,101.6,,0.41,,,,,,20.0,,,,,,,,
1014,31290,093.3 090.0,19-5002CR-HY-044-0248-09330900-0800A-7,800,4.48,34.397,0.4,27.262,5.5,17.38992,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.08,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,4.48,4.42,34.397,27.26,88.5,1.28,0.4,5.5,,3.08,,,,,,806.0,,,,,,,,
212,6410,026.7 033.0,19-4905HO-HY-123-2142-02670330-1000A-7,1000,3.58,34.484,0.43,27.425,5.8,18.69119,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.58,3.51,34.484,27.42,73.2,1.24,0.43,5.8,,,,,,,,1010.0,,,,,,,,
686,21023,081.0 107.0,19-4909HO-HY-260-0754-08101070-1129A-3,1129,3.42,34.52,0.88,27.47,11.9,38.25007,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1129.0,3.42,3.34,34.52,27.47,69.6,1.54,0.88,11.9,,,,,,,,1139.0,,,,,,,,
443,13366,046.0 143.0,19-4907HO-HY-186-0224-04601430-0150A-7,150,9.48,33.408,5.13,25.798,79.4,223.344,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.07,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,9.48,9.46,33.408,25.79,222.0,0.45,5.13,79.4,,1.07,,,,,,151.0,,,,,,,,
718,22050,004.0 088.0,19-4910BD-HY-289-0218-00400880-1357A-3,1357,2.74,33.28,4.07,26.542,53.6,177.0665,,3.0,2.0,,2.0,8.0,9.0,8.0,8.0,8.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1357.0,2.74,,33.28,,,,4.07,,,,,,,,,1373.0,,,,,,,,
822,25340,035.0 037.0,19-4911BD-HY-327-1054-03500370-0600A-7,600,4.89,34.232,0.64,27.084,8.9,27.82869,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.22,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,600.0,4.89,4.84,34.232,27.08,103.7,0.95,0.64,8.9,,3.22,,,,,,605.0,,,,,,,,
986,30472,070.0 110.0,19-5002CR-HY-034-2212-07001100-0800A-7,800,4.33,34.351,0.42,27.242,5.8,18.25977,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.13,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,4.33,4.27,34.351,27.24,90.1,1.24,0.42,5.8,,3.13,,,,,,806.0,,,,,,,,
144,4377,112.0 088.0,19-4904NS-HY-096-0930-11200880-0300A-7,300,8.33,34.34,0.73,26.711,11.1,31.75363,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,8.33,8.3,34.34,26.71,138.0,0.63,0.73,11.1,,,,,,,,302.0,,,,,,,,
38,1131,092.0 137.0,19-4903NS-HY-062-1906-09201370-0009A-3,9,14.43,33.66,,25.062,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,14.43,14.43,33.66,25.06,289.1,0.02,,,,,,,,,,9.0,,,,,,,,
562,17081,063.3 058.0,19-4908HO-HY-227-1100-06330580-1100A-7,1100,3.58,34.482,0.64,27.425,8.7,27.81945,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.62,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.58,3.5,34.482,27.42,74.1,1.35,0.64,8.7,,2.62,,,,,,1110.0,,,,,,,,
98,2990,082.0 057.0,19-4904HO-HY-089-0042-08200570-0000B-3,0,12.2,33.44,6.2,25.34,101.9,270.049,,3.0,1.0,,2.0,,9.0,,,,,9.0,,9.0,0.6,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,12.2,12.2,33.44,25.34,262.4,0.0,6.2,101.9,,0.6,,,,,,0.0,,,,,,,,
786,24203,082.0 087.0,19-4910HO-HY-288-0818-08200870-1000A-7,1000,3.9,34.452,0.67,27.368,9.2,29.1251,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.3,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.9,3.82,34.452,27.36,79.3,1.45,0.67,9.2,,3.3,,,,,,1008.0,,,,,,,,
439,13239,050.0 104.0,19-4907HO-HY-185-0142-05001040-0050A-7,50,12.18,32.774,6.09,24.829,99.6,265.39,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.53,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,12.18,12.17,32.774,24.82,312.3,0.17,6.09,99.6,,0.53,,,,,,50.0,,,,,,,,
1106,34143,070.0 090.0,19-5003BD-HY-095-1924-07000900-0393A-3,393,6.36,34.14,0.9,26.832,13.0,39.1437,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,393.0,6.36,6.32,34.14,26.83,126.6,0.73,0.9,13.0,,,,,,,,396.0,,,,,,,,
40,1202,103.3 119.0,19-4903NS-HY-063-1924-10331190-0050A-7,50,15.32,33.798,,24.978,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,15.32,15.31,33.798,24.97,298.5,0.14,,,,,,,,,,50.0,,,,,,,,
454,13721,081.0 127.0,19-4907HO-HY-193-0136-08101270-0165A-3,165,9.53,33.55,3.34,25.901,51.8,145.3984,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,1.58,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,165.0,9.53,9.51,33.55,25.9,212.5,0.48,3.34,51.8,,1.58,,,,,,166.0,,,,,,,,
986,30445,070.0 110.0,19-5002CR-HY-034-2212-07001100-0010A-7,10,13.56,33.128,5.09,24.832,85.9,221.8114,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.5,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,10.0,13.56,13.56,33.128,24.83,311.1,0.03,5.09,85.9,,0.5,,,,,,10.0,,,,,,,,
678,20743,070.0 115.0,19-4909HO-HY-257-2212-07001150-0323A-3,323,6.58,34.05,1.9,26.731,27.6,82.64482,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.82,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,323.0,6.58,6.55,34.05,26.73,135.2,0.76,1.9,27.6,,2.82,,,,,,325.0,,,,,,,,
8,241,056.7 136.0,19-4903CR-HY-063-1154-05671360-0600A-7,600,4.67,33.993,,26.919,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,600.0,4.67,4.62,33.993,26.91,118.8,1.1,,,,,,,,,,604.0,,,,,,,,
481,14571,035.0 037.0,19-4908BD-HY-221-2036-03500370-0545A-3,545,5.32,34.18,0.55,26.993,7.8,23.9174,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.29,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,545.0,5.32,5.27,34.18,26.99,112.2,0.8,0.55,7.8,,3.29,,,,,,549.0,,,,,,,,
304,9171,046.7 133.0,19-4906CR-HY-158-0230-04671330-0800A-7,800,3.76,34.332,0.27,27.285,3.7,11.73793,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,3.76,3.7,34.332,27.28,84.9,1.24,0.27,3.7,,,,,,,,806.0,,,,,,,,
1021,31485,096.7 032.0,19-5002CR-HY-045-2024-09670320-0075A-7,75,11.27,33.374,4.9,25.463,78.9,213.4002,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.93,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,75.0,11.27,11.26,33.374,25.46,252.5,0.21,4.9,78.9,,0.93,,,,,,75.0,,,,,,,,
586,17791,036.7 115.0,19-4909BD-HY-250-1006-03671150-0417A-3,417,5.33,33.98,1.74,26.832,24.6,75.67781,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.82,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,417.0,5.33,5.3,33.98,26.83,125.8,0.86,1.74,24.6,,2.82,,,,,,420.0,,,,,,,,
711,21832,024.0 051.0,19-4910BD-HY-286-0748-02400510-0700A-7,700,4.17,34.256,0.32,27.182,4.4,13.91302,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.28,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,4.17,4.12,34.256,27.18,94.4,1.09,0.32,4.4,,3.28,,,,,,706.0,,,,,,,,
757,23272,092.0 117.0,19-4910CR-HY-287-0724-09201170-0000B-3,0,18.8,33.44,4.94,23.881,92.6,215.4747,,3.0,1.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,18.8,18.8,33.44,23.88,401.4,0.0,4.94,92.6,,,,,,,,0.0,,,,,,,,
144,4360,112.0 088.0,19-4904NS-HY-096-0930-11200880-0000B-3,0,15.7,33.86,5.38,24.939,95.3,234.4245,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,15.7,15.7,33.86,24.93,300.5,0.0,5.38,95.3,,,,,,,,0.0,,,,,,,,
452,13649,080.0 147.0,19-4907HO-HY-192-1124-08001470-0050A-7,50,16.14,33.683,5.23,24.706,93.3,227.9403,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.64,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,16.14,16.13,33.683,24.7,324.4,0.17,5.23,93.3,,0.64,,,,,,50.0,,,,,,,,
859,26468,103.3 111.0,19-4911CR-HY-320-1142-10331110-0158A-3,158,10.98,33.53,4.73,25.638,75.7,205.9614,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,1.12,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,158.0,10.98,10.96,33.53,25.63,237.8,0.5,4.73,75.7,,1.12,,,,,,159.0,,,,,,,,
78,2403,025.0 111.0,19-4904CR-HY-094-0524-02501110-0800A-7,800,3.87,34.203,0.45,27.171,6.1,19.56539,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,3.87,3.81,34.203,27.17,95.8,1.29,0.45,6.1,,,,,,,,807.0,,,,,,,,
137,4195,126.0 122.0,19-4904NS-HY-094-0354-12601220-1100A-7,1100,3.95,34.585,0.69,27.47,9.4,29.99153,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.24,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.95,3.87,34.585,27.47,70.9,1.58,0.69,9.4,,3.24,,,,,,1109.0,,,,,,,,
77,2356,024.0 120.0,19-4904CR-HY-093-2248-02401200-0097A-3,97,10.23,32.84,6.07,25.229,95.2,264.4153,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,97.0,10.23,10.22,32.84,25.22,275.0,0.27,6.07,95.2,,,,,,,,98.0,,,,,,,,
893,27498,071.0 066.0,19-4911HO-HY-320-1706-07100660-0050A-7,50,12.5,33.06,5.74,24.99,94.7,250.0984,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.87,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,12.5,12.49,33.06,24.99,297.0,0.15,5.74,94.7,,0.87,,,,,,50.0,,,,,,,,
71,2166,044.0 048.5,19-4904CR-HY-087-0606-04400485-0030A-7,30,10.39,33.054,6.01,25.368,94.8,261.7661,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,10.39,10.39,33.054,25.36,260.4,0.07,6.01,94.8,,,,,,,,30.0,,,,,,,,
845,26036,112.0 078.0,19-4911CR-HY-316-1530-11200780-0030A-7,30,18.85,33.766,5.47,24.119,102.9,238.5369,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.37,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,18.85,18.84,33.766,24.11,379.8,0.11,5.47,102.9,,0.37,,,,,,30.0,,,,,,,,
883,27212,058.0 127.0,19-4911HO-HY-316-2342-05801270-0700A-7,700,4.41,34.294,0.48,27.187,6.6,20.86942,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.09,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,4.41,4.36,34.294,27.18,94.4,1.25,0.48,6.6,,3.09,,,,,,705.0,,,,,,,,
207,6250,006.0 079.0,19-4905HO-HY-121-2136-00600790-0700A-7,700,4.04,34.111,0.84,27.08,11.5,36.5253,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,4.04,3.99,34.111,27.08,103.7,1.05,0.84,11.5,,,,,,,,706.0,,,,,,,,
533,16161,103.3 128.0,19-4908CR-HY-225-1924-10331280-0250A-7,250,8.51,33.902,3.77,26.339,57.3,164.0474,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.87,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,8.51,8.48,33.902,26.33,172.3,0.7,3.77,57.3,,1.87,,,,,,251.0,,,,,,,,
747,22981,102.0 064.0,19-4910CR-HY-284-1806-10200640-0900A-7,900,4.21,34.514,0.6,27.385,8.3,26.08175,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,900.0,4.21,4.14,34.514,27.38,77.5,1.31,0.6,8.3,,,,,,,,907.0,,,,,,,,
689,21093,082.0 077.0,19-4909HO-HY-261-0442-08200770-0050A-7,50,12.24,33.106,5.94,25.075,97.5,258.7912,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,12.24,12.23,33.106,25.07,288.9,0.16,5.94,97.5,,,,,,,,50.0,,,,,,,,
926,28543,072.0 061.0,19-5001CR-HY-008-0600-07200610-0050A-7,50,10.41,33.47,3.99,25.689,63.1,173.7304,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.54,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,10.41,10.4,33.47,25.68,230.3,0.12,3.99,63.1,,1.54,,,,,,50.0,,,,,,,,
972,30023,050.0 055.0,19-5002BD-HY-047-2212-05000550-0800A-7,800,4.31,34.39,0.31,27.275,4.3,13.47701,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,800.0,4.31,4.25,34.39,27.27,87.0,1.13,0.31,4.3,,,,,,,,807.0,,,,,,,,
189,5741,059.0 117.0,19-4905CR-HY-130-1724-05901170-0900A-7,900,3.85,34.409,0.65,27.338,8.9,28.25652,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.35,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,900.0,3.85,3.78,34.409,27.33,81.1,1.34,0.65,8.9,,3.35,,,,,,907.0,,,,,,,,
1075,33159,060.0 090.0,19-5003BD-HY-065-2218-06000900-0000B-3,0,12.32,32.97,5.78,24.953,94.9,251.8504,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,12.32,12.32,32.97,24.95,299.3,0.0,5.78,94.9,,,,,,,,0.0,,,,,,,,
599,18221,028.0 024.0,19-4909BD-HY-255-0330-02800240-0700A-7,700,4.64,34.249,0.55,27.127,7.6,23.91428,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.12,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,4.64,4.58,34.249,27.12,100.4,1.03,0.55,7.6,,3.12,,,,,,706.0,,,,,,,,
939,29004,071.0 085.5,19-5001HO-HY-008-0000-07100855-0100A-7,100,11.78,32.951,5.6,25.042,90.9,243.9861,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.75,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,100.0,11.78,11.77,32.951,25.04,293.2,0.32,5.6,90.9,,0.75,,,,,,100.0,,,,,,,,
410,12376,102.0 084.0,19-4907CR-HY-186-2230-10200840-1110A-3,1110,3.56,34.49,0.8,27.433,10.8,34.77404,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.04,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1110.0,3.56,3.48,34.49,27.43,73.3,1.62,0.8,10.8,,3.04,,,,,,1119.0,,,,,,,,
1042,32149,120.0 045.0,19-5002HO-HY-037-1236-12000450-1100A-7,1100,3.89,34.527,0.67,27.43,9.2,29.12335,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.98,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.89,3.81,34.527,27.43,74.5,1.37,0.67,9.2,,2.98,,,,,,1109.0,,,,,,,,
305,9195,048.0 124.0,19-4906CR-HY-158-0918-04801240-0400A-7,400,5.88,34.064,0.87,26.833,12.4,37.83887,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,400.0,5.88,5.85,34.064,26.83,126.1,0.82,0.87,12.4,,,,,,,,403.0,,,,,,,,
194,5866,046.7 133.0,19-4905CR-HY-132-0348-04671330-0198A-3,198,7.64,33.87,3.06,26.442,45.6,133.1391,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.2,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,198.0,7.64,7.62,33.87,26.44,161.1,0.5,3.06,45.6,,2.2,,,,,,199.0,,,,,,,,
448,13545,059.0 107.0,19-4907HO-HY-187-1818-05901070-0500A-7,500,5.1,34.076,0.92,26.936,12.9,40.00951,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.41,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.1,5.06,34.076,26.93,116.7,0.93,0.92,12.9,,2.41,,,,,,503.0,,,,,,,,
733,22519,113.3 127.0,19-4910CR-HY-281-0500-11331270-1448A-3,1448,2.97,34.6,1.14,27.578,15.2,49.54602,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1448.0,2.97,2.87,34.6,27.57,60.6,1.8,1.14,15.2,,,,,,,,1461.0,,,,,,,,
282,8499,082.0 087.0,19-4906CR-HY-149-1400-08200870-0010A-3,10,15.06,33.17,5.5,24.549,95.7,239.7445,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,10.0,15.06,15.06,33.17,24.54,338.0,0.03,5.5,95.7,,,,,,,,10.0,,,,,,,,
994,30718,090.0 053.0,19-5002CR-HY-038-0548-09000530-0900A-7,900,4.2,34.456,0.46,27.34,6.3,19.99689,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.13,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,900.0,4.2,4.13,34.456,27.34,81.7,1.19,0.46,6.3,,3.13,,,,,,907.0,,,,,,,,
642,19589,092.0 127.0,19-4909CR-HY-257-1118-09201270-1133A-3,1133,3.55,34.52,,27.458,,,,3.0,2.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,3.34,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1133.0,3.55,3.47,34.52,27.45,71.2,1.62,,,,3.34,,,,,,1142.0,,,,,,,,
462,13984,044.0 049.0,19-4908BD-HY-215-0606-04400490-0500A-7,500,5.39,34.21,0.71,27.008,10.0,30.87473,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.37,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.39,5.35,34.21,27.0,110.3,0.75,0.71,10.0,,3.37,,,,,,504.0,,,,,,,,
345,10428,113.3 127.0,19-4906HO-HY-156-0612-11331270-0292A-3,292,8.72,34.16,1.64,26.51,25.1,71.35089,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,292.0,8.72,8.69,34.16,26.51,157.1,0.77,1.64,25.1,,,,,,,,293.0,,,,,,,,
172,5196,080.0 137.0,19-4905CR-HY-124-2212-08001370-0023A-3,23,15.31,33.44,5.89,24.703,103.2,256.706,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.37,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,23.0,15.31,15.31,33.44,24.7,323.7,0.07,5.89,103.2,,0.37,,,,,,23.0,,,,,,,,
1116,34464,060.0 080.0,19-5003BD-HY-099-0618-06000800-0075A-7,75,9.26,32.996,5.44,25.51,83.6,236.9069,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,75.0,9.26,9.25,32.996,25.51,247.7,0.21,5.44,83.6,,,,,,,,75.0,,,,,,,,
